id,UID,FRIEND_UID,USER_SOCIAL_ID,FRIEND_SOCIAL_ID,SOCIAL_TYPE,REASON,CREATED_AT,UPDATED_AT
1,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,kMd8t39MClgYX4Ws4vEKMCenAKj1,1988442824555826,2162902510437960,facebook,upload_friends uploader,2019-05-10 16:17:51,2019-05-10 16:17:51
2,kMd8t39MClgYX4Ws4vEKMCenAKj1,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,2162902510437960,1988442824555826,facebook,upload_friends,2019-05-10 16:17:51,2019-05-10 16:17:51
3,N1NsVRpcnERKu1lo5gOoErtf2oe2,kMd8t39MClgYX4Ws4vEKMCenAKj1,101036697106701878037,2162902510437960,facebook,upload_friends uploader,2019-05-19 02:32:10,2019-05-19 02:32:10
4,kMd8t39MClgYX4Ws4vEKMCenAKj1,N1NsVRpcnERKu1lo5gOoErtf2oe2,2162902510437960,101036697106701878037,facebook,upload_friends,2019-05-19 02:32:10,2019-05-19 02:32:10
5,N1NsVRpcnERKu1lo5gOoErtf2oe2,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,101036697106701878037,105956623910486,facebook,upload_friends uploader,2019-05-19 02:32:10,2019-05-19 02:32:10
6,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,N1NsVRpcnERKu1lo5gOoErtf2oe2,105956623910486,101036697106701878037,facebook,upload_friends,2019-05-19 02:32:10,2019-05-19 02:32:10
7,GH1h35OTWOPOlzX6yFQeZJMggRZ2,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,102162630954802,105956623910486,facebook,upload_friends uploader,2019-05-20 01:19:41,2019-05-20 01:19:41
8,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,GH1h35OTWOPOlzX6yFQeZJMggRZ2,105956623910486,102162630954802,facebook,upload_friends,2019-05-20 01:19:41,2019-05-20 01:19:41
9,T3dLFFhVBBS45rMF293Gh2Q0TUg2,GH1h35OTWOPOlzX6yFQeZJMggRZ2,103679890801907,102162630954802,facebook,upload_friends uploader,2019-05-20 16:23:07,2019-05-20 16:23:07
10,GH1h35OTWOPOlzX6yFQeZJMggRZ2,T3dLFFhVBBS45rMF293Gh2Q0TUg2,102162630954802,103679890801907,facebook,upload_friends,2019-05-20 16:23:08,2019-05-20 16:23:08
11,T3dLFFhVBBS45rMF293Gh2Q0TUg2,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,103679890801907,105956623910486,facebook,upload_friends uploader,2019-05-20 16:23:08,2019-05-20 16:23:08
12,cM5pLRZ4dXQFM6kw1ZuLrR1QAQU2,T3dLFFhVBBS45rMF293Gh2Q0TUg2,105956623910486,103679890801907,facebook,upload_friends,2019-05-20 16:23:08,2019-05-20 16:23:08
13,bIcpilDZUMTbPy3apH0E39LCpQj1,T3dLFFhVBBS45rMF293Gh2Q0TUg2,113730190816558660775,103679890801907,ondee,referer,2019-05-20 16:32:42,2019-05-20 16:32:42
14,T3dLFFhVBBS45rMF293Gh2Q0TUg2,bIcpilDZUMTbPy3apH0E39LCpQj1,103679890801907,113730190816558660775,ondee,referee,2019-05-20 16:32:42,2019-05-20 16:32:42
15,N1NsVRpcnERKu1lo5gOoErtf2oe2,T3dLFFhVBBS45rMF293Gh2Q0TUg2,101036697106701878037,103679890801907,facebook,upload_friends uploader,2019-05-27 02:37:40,2019-05-27 02:37:40
16,T3dLFFhVBBS45rMF293Gh2Q0TUg2,N1NsVRpcnERKu1lo5gOoErtf2oe2,103679890801907,101036697106701878037,facebook,upload_friends,2019-05-27 02:37:40,2019-05-27 02:37:40
17,N1NsVRpcnERKu1lo5gOoErtf2oe2,GH1h35OTWOPOlzX6yFQeZJMggRZ2,101036697106701878037,102162630954802,facebook,upload_friends uploader,2019-05-27 02:37:40,2019-05-27 02:37:40
18,GH1h35OTWOPOlzX6yFQeZJMggRZ2,N1NsVRpcnERKu1lo5gOoErtf2oe2,102162630954802,101036697106701878037,facebook,upload_friends,2019-05-27 02:37:40,2019-05-27 02:37:40
19,SAsRlRQKoEWCrW0TSaQEUsjR3sk2,kGkn8N3T0pVMvLY1wCc3cgHkBCM2,107099773773243766830,kGkn8N3T0pVMvLY1wCc3cgHkBCM2,ondee,referer,2019-05-30 09:15:05,2019-05-30 09:15:05
20,kGkn8N3T0pVMvLY1wCc3cgHkBCM2,SAsRlRQKoEWCrW0TSaQEUsjR3sk2,kGkn8N3T0pVMvLY1wCc3cgHkBCM2,107099773773243766830,ondee,referee,2019-05-30 09:15:05,2019-05-30 09:15:05
21,u0vP2aJij1ROQ5I6hv8JcJhgnM52,4cFB7mVF5hPlQtD24g0qmOSdPd93,u0vP2aJij1ROQ5I6hv8JcJhgnM52,10214499509186458,facebook,upload_friends uploader,2019-06-01 18:42:24,2019-06-01 18:42:24
22,4cFB7mVF5hPlQtD24g0qmOSdPd93,u0vP2aJij1ROQ5I6hv8JcJhgnM52,10214499509186458,u0vP2aJij1ROQ5I6hv8JcJhgnM52,facebook,upload_friends,2019-06-01 18:42:24,2019-06-01 18:42:24
23,4cFB7mVF5hPlQtD24g0qmOSdPd93,u0vP2aJij1ROQ5I6hv8JcJhgnM52,4cFB7mVF5hPlQtD24g0qmOSdPd93,u0vP2aJij1ROQ5I6hv8JcJhgnM52,ondee,referer,2019-06-01 18:44:04,2019-06-01 18:44:04
24,u0vP2aJij1ROQ5I6hv8JcJhgnM52,4cFB7mVF5hPlQtD24g0qmOSdPd93,u0vP2aJij1ROQ5I6hv8JcJhgnM52,4cFB7mVF5hPlQtD24g0qmOSdPd93,ondee,referee,2019-06-01 18:44:04,2019-06-01 18:44:04
25,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,hN8MzrGwf4UVh3MReEDpITYhDaG2,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,10161798131750335,facebook,upload_friends uploader,2019-06-03 03:37:10,2019-06-03 03:37:10
26,hN8MzrGwf4UVh3MReEDpITYhDaG2,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,10161798131750335,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,facebook,upload_friends,2019-06-03 03:37:10,2019-06-03 03:37:10
27,hN8MzrGwf4UVh3MReEDpITYhDaG2,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,hN8MzrGwf4UVh3MReEDpITYhDaG2,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,ondee,referer,2019-06-03 03:40:42,2019-06-03 03:40:42
28,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,hN8MzrGwf4UVh3MReEDpITYhDaG2,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,hN8MzrGwf4UVh3MReEDpITYhDaG2,ondee,referee,2019-06-03 03:40:42,2019-06-03 03:40:42
29,Ut1UeISnBYYQ1WDOP65fAkz4AX33,hN8MzrGwf4UVh3MReEDpITYhDaG2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,10161798131750335,facebook,upload_friends uploader,2019-06-04 17:50:22,2019-06-04 17:50:22
30,hN8MzrGwf4UVh3MReEDpITYhDaG2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,10161798131750335,Ut1UeISnBYYQ1WDOP65fAkz4AX33,facebook,upload_friends,2019-06-04 17:50:22,2019-06-04 17:50:22
31,Ut1UeISnBYYQ1WDOP65fAkz4AX33,kMd8t39MClgYX4Ws4vEKMCenAKj1,Ut1UeISnBYYQ1WDOP65fAkz4AX33,2162902510437960,facebook,upload_friends uploader,2019-06-04 17:50:22,2019-06-04 17:50:22
32,kMd8t39MClgYX4Ws4vEKMCenAKj1,Ut1UeISnBYYQ1WDOP65fAkz4AX33,2162902510437960,Ut1UeISnBYYQ1WDOP65fAkz4AX33,facebook,upload_friends,2019-06-04 17:50:22,2019-06-04 17:50:22
33,Ut1UeISnBYYQ1WDOP65fAkz4AX33,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,1988442824555826,facebook,upload_friends uploader,2019-06-04 17:50:22,2019-06-04 17:50:22
34,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,1988442824555826,Ut1UeISnBYYQ1WDOP65fAkz4AX33,facebook,upload_friends,2019-06-04 17:50:22,2019-06-04 17:50:22
35,Ut1UeISnBYYQ1WDOP65fAkz4AX33,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,2361965327382759,facebook,upload_friends uploader,2019-06-04 17:50:22,2019-06-04 17:50:22
36,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,2361965327382759,Ut1UeISnBYYQ1WDOP65fAkz4AX33,facebook,upload_friends,2019-06-04 17:50:22,2019-06-04 17:50:22
37,4Irh4AGuMIcnAsclalbArPYl90l2,4cFB7mVF5hPlQtD24g0qmOSdPd93,4Irh4AGuMIcnAsclalbArPYl90l2,10214499509186458,facebook,upload_friends uploader,2019-06-05 00:12:31,2019-06-05 00:12:31
38,4cFB7mVF5hPlQtD24g0qmOSdPd93,4Irh4AGuMIcnAsclalbArPYl90l2,10214499509186458,4Irh4AGuMIcnAsclalbArPYl90l2,facebook,upload_friends,2019-06-05 00:12:31,2019-06-05 00:12:31
39,4cFB7mVF5hPlQtD24g0qmOSdPd93,4Irh4AGuMIcnAsclalbArPYl90l2,4cFB7mVF5hPlQtD24g0qmOSdPd93,4Irh4AGuMIcnAsclalbArPYl90l2,ondee,referer,2019-06-05 00:13:40,2019-06-05 00:13:40
40,4Irh4AGuMIcnAsclalbArPYl90l2,4cFB7mVF5hPlQtD24g0qmOSdPd93,4Irh4AGuMIcnAsclalbArPYl90l2,4cFB7mVF5hPlQtD24g0qmOSdPd93,ondee,referee,2019-06-05 00:13:40,2019-06-05 00:13:40
41,FDkO7F301sPElOqjo76Q3YMDOED2,hN8MzrGwf4UVh3MReEDpITYhDaG2,FDkO7F301sPElOqjo76Q3YMDOED2,10161798131750335,facebook,upload_friends uploader,2019-06-06 20:21:04,2019-06-06 20:21:04
42,hN8MzrGwf4UVh3MReEDpITYhDaG2,FDkO7F301sPElOqjo76Q3YMDOED2,10161798131750335,FDkO7F301sPElOqjo76Q3YMDOED2,facebook,upload_friends,2019-06-06 20:21:04,2019-06-06 20:21:04
43,FDkO7F301sPElOqjo76Q3YMDOED2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,FDkO7F301sPElOqjo76Q3YMDOED2,10156895391001140,facebook,upload_friends uploader,2019-06-06 20:21:04,2019-06-06 20:21:04
44,Ut1UeISnBYYQ1WDOP65fAkz4AX33,FDkO7F301sPElOqjo76Q3YMDOED2,10156895391001140,FDkO7F301sPElOqjo76Q3YMDOED2,facebook,upload_friends,2019-06-06 20:21:04,2019-06-06 20:21:04
45,x8mqxGK2KpN3R118M4Vi5QdkL9r1,FDkO7F301sPElOqjo76Q3YMDOED2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,10103417475283955,facebook,upload_friends uploader,2019-06-07 02:10:43,2019-06-07 02:10:43
46,FDkO7F301sPElOqjo76Q3YMDOED2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,10103417475283955,x8mqxGK2KpN3R118M4Vi5QdkL9r1,facebook,upload_friends,2019-06-07 02:10:43,2019-06-07 02:10:43
47,x8mqxGK2KpN3R118M4Vi5QdkL9r1,hN8MzrGwf4UVh3MReEDpITYhDaG2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,10161798131750335,facebook,upload_friends uploader,2019-06-07 02:10:43,2019-06-07 02:10:43
48,hN8MzrGwf4UVh3MReEDpITYhDaG2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,10161798131750335,x8mqxGK2KpN3R118M4Vi5QdkL9r1,facebook,upload_friends,2019-06-07 02:10:43,2019-06-07 02:10:43
49,x8mqxGK2KpN3R118M4Vi5QdkL9r1,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,2361965327382759,facebook,upload_friends uploader,2019-06-07 02:10:44,2019-06-07 02:10:44
50,f7kRDr6ozOa1MgQWlI5Hx3g0QPG2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,2361965327382759,x8mqxGK2KpN3R118M4Vi5QdkL9r1,facebook,upload_friends,2019-06-07 02:10:44,2019-06-07 02:10:44
51,x8mqxGK2KpN3R118M4Vi5QdkL9r1,UyiztE3bx7Xp4dxzXOV4IycstMF2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,UyiztE3bx7Xp4dxzXOV4IycstMF2,ondee,referer,2019-06-09 21:39:09,2019-06-09 21:39:09
52,UyiztE3bx7Xp4dxzXOV4IycstMF2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,UyiztE3bx7Xp4dxzXOV4IycstMF2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-09 21:39:09,2019-06-09 21:39:09
53,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,1988442824555826,10156895391001140,facebook,upload_friends uploader,2019-06-10 15:43:15,2019-06-10 15:43:15
54,Ut1UeISnBYYQ1WDOP65fAkz4AX33,dPWVZJI7ARZ03iRTVe3CN5N3rqW2,10156895391001140,1988442824555826,facebook,upload_friends,2019-06-10 15:43:15,2019-06-10 15:43:15
55,UyiztE3bx7Xp4dxzXOV4IycstMF2,eQrI5k0Ji2Zv5qi7BQp59oE1v4B2,UyiztE3bx7Xp4dxzXOV4IycstMF2,eQrI5k0Ji2Zv5qi7BQp59oE1v4B2,ondee,referer,2019-06-11 19:26:03,2019-06-11 19:26:03
56,eQrI5k0Ji2Zv5qi7BQp59oE1v4B2,UyiztE3bx7Xp4dxzXOV4IycstMF2,eQrI5k0Ji2Zv5qi7BQp59oE1v4B2,UyiztE3bx7Xp4dxzXOV4IycstMF2,ondee,referee,2019-06-11 19:26:03,2019-06-11 19:26:03
57,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TAKhMgdl0gfi1qTTvEoxNpqIq1x1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TAKhMgdl0gfi1qTTvEoxNpqIq1x1,ondee,referer,2019-06-11 20:30:20,2019-06-11 20:30:20
58,TAKhMgdl0gfi1qTTvEoxNpqIq1x1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TAKhMgdl0gfi1qTTvEoxNpqIq1x1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 20:30:20,2019-06-11 20:30:20
59,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4pDzBEvElUVn2sYqRVUkhAOQuMZ2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4pDzBEvElUVn2sYqRVUkhAOQuMZ2,ondee,referer,2019-06-11 20:31:04,2019-06-11 20:31:04
60,4pDzBEvElUVn2sYqRVUkhAOQuMZ2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4pDzBEvElUVn2sYqRVUkhAOQuMZ2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 20:31:04,2019-06-11 20:31:04
61,x8mqxGK2KpN3R118M4Vi5QdkL9r1,zfqoXee1kibWPw4ojktJLCdmfI63,x8mqxGK2KpN3R118M4Vi5QdkL9r1,zfqoXee1kibWPw4ojktJLCdmfI63,ondee,referer,2019-06-11 20:57:26,2019-06-11 20:57:26
62,zfqoXee1kibWPw4ojktJLCdmfI63,x8mqxGK2KpN3R118M4Vi5QdkL9r1,zfqoXee1kibWPw4ojktJLCdmfI63,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 20:57:26,2019-06-11 20:57:26
63,KXRlafSf5KY2aykBeSYfamYhf3J3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,KXRlafSf5KY2aykBeSYfamYhf3J3,10111753100723868,facebook,upload_friends uploader,2019-06-11 21:06:35,2019-06-11 21:06:35
64,x8mqxGK2KpN3R118M4Vi5QdkL9r1,KXRlafSf5KY2aykBeSYfamYhf3J3,10111753100723868,KXRlafSf5KY2aykBeSYfamYhf3J3,facebook,upload_friends,2019-06-11 21:06:35,2019-06-11 21:06:35
65,KXRlafSf5KY2aykBeSYfamYhf3J3,hN8MzrGwf4UVh3MReEDpITYhDaG2,KXRlafSf5KY2aykBeSYfamYhf3J3,10161798131750335,facebook,upload_friends uploader,2019-06-11 21:06:35,2019-06-11 21:06:35
66,hN8MzrGwf4UVh3MReEDpITYhDaG2,KXRlafSf5KY2aykBeSYfamYhf3J3,10161798131750335,KXRlafSf5KY2aykBeSYfamYhf3J3,facebook,upload_friends,2019-06-11 21:06:35,2019-06-11 21:06:35
67,zfqoXee1kibWPw4ojktJLCdmfI63,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,zfqoXee1kibWPw4ojktJLCdmfI63,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,ondee,referer,2019-06-11 21:07:35,2019-06-11 21:07:35
68,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,zfqoXee1kibWPw4ojktJLCdmfI63,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,zfqoXee1kibWPw4ojktJLCdmfI63,ondee,referee,2019-06-11 21:07:35,2019-06-11 21:07:35
69,x8mqxGK2KpN3R118M4Vi5QdkL9r1,KXRlafSf5KY2aykBeSYfamYhf3J3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,KXRlafSf5KY2aykBeSYfamYhf3J3,ondee,referer,2019-06-11 21:07:40,2019-06-11 21:07:40
70,KXRlafSf5KY2aykBeSYfamYhf3J3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,KXRlafSf5KY2aykBeSYfamYhf3J3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 21:07:40,2019-06-11 21:07:40
71,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ghVEBVRFbIUehbDBH19cyVrUC7L2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ghVEBVRFbIUehbDBH19cyVrUC7L2,ondee,referer,2019-06-11 21:12:40,2019-06-11 21:12:40
72,ghVEBVRFbIUehbDBH19cyVrUC7L2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ghVEBVRFbIUehbDBH19cyVrUC7L2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 21:12:40,2019-06-11 21:12:40
73,x8mqxGK2KpN3R118M4Vi5QdkL9r1,k5uW7RqTBxOtr5qRlkPGEF7fubT2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,k5uW7RqTBxOtr5qRlkPGEF7fubT2,ondee,referer,2019-06-11 21:21:14,2019-06-11 21:21:14
74,k5uW7RqTBxOtr5qRlkPGEF7fubT2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,k5uW7RqTBxOtr5qRlkPGEF7fubT2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 21:21:14,2019-06-11 21:21:14
75,zfqoXee1kibWPw4ojktJLCdmfI63,iFOynsrPwTQ83KYfIpVt2EhKJoH3,zfqoXee1kibWPw4ojktJLCdmfI63,iFOynsrPwTQ83KYfIpVt2EhKJoH3,ondee,referer,2019-06-11 21:24:07,2019-06-11 21:24:07
76,iFOynsrPwTQ83KYfIpVt2EhKJoH3,zfqoXee1kibWPw4ojktJLCdmfI63,iFOynsrPwTQ83KYfIpVt2EhKJoH3,zfqoXee1kibWPw4ojktJLCdmfI63,ondee,referee,2019-06-11 21:24:07,2019-06-11 21:24:07
77,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4hVVhYjduoeSMcFQPsRtbzEPOch1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4hVVhYjduoeSMcFQPsRtbzEPOch1,ondee,referer,2019-06-11 21:41:21,2019-06-11 21:41:21
78,4hVVhYjduoeSMcFQPsRtbzEPOch1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,4hVVhYjduoeSMcFQPsRtbzEPOch1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 21:41:21,2019-06-11 21:41:21
79,ghVEBVRFbIUehbDBH19cyVrUC7L2,gmEFr0dIiJWeeiBEgiZvAQluGr22,ghVEBVRFbIUehbDBH19cyVrUC7L2,gmEFr0dIiJWeeiBEgiZvAQluGr22,ondee,referer,2019-06-11 22:18:08,2019-06-11 22:18:08
80,gmEFr0dIiJWeeiBEgiZvAQluGr22,ghVEBVRFbIUehbDBH19cyVrUC7L2,gmEFr0dIiJWeeiBEgiZvAQluGr22,ghVEBVRFbIUehbDBH19cyVrUC7L2,ondee,referee,2019-06-11 22:18:08,2019-06-11 22:18:08
81,x8mqxGK2KpN3R118M4Vi5QdkL9r1,LkZVVQZri3aIm9AzHbtyBjMsADo1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,LkZVVQZri3aIm9AzHbtyBjMsADo1,ondee,referer,2019-06-11 22:29:06,2019-06-11 22:29:06
82,LkZVVQZri3aIm9AzHbtyBjMsADo1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,LkZVVQZri3aIm9AzHbtyBjMsADo1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 22:29:06,2019-06-11 22:29:06
83,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,10111753100723868,facebook,upload_friends uploader,2019-06-11 22:47:10,2019-06-11 22:47:10
84,x8mqxGK2KpN3R118M4Vi5QdkL9r1,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,10111753100723868,Bxukm0ECqSR3eKDV5nKuXUJPEtI3,facebook,upload_friends,2019-06-11 22:47:10,2019-06-11 22:47:10
85,x8mqxGK2KpN3R118M4Vi5QdkL9r1,g5NxorW3vFVePn5N3woMYJcSiz92,x8mqxGK2KpN3R118M4Vi5QdkL9r1,g5NxorW3vFVePn5N3woMYJcSiz92,ondee,referer,2019-06-11 22:56:19,2019-06-11 22:56:19
86,g5NxorW3vFVePn5N3woMYJcSiz92,x8mqxGK2KpN3R118M4Vi5QdkL9r1,g5NxorW3vFVePn5N3woMYJcSiz92,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 22:56:19,2019-06-11 22:56:19
87,x8mqxGK2KpN3R118M4Vi5QdkL9r1,y0m3PvgSDmOYervrhejrmw1koH23,x8mqxGK2KpN3R118M4Vi5QdkL9r1,y0m3PvgSDmOYervrhejrmw1koH23,ondee,referer,2019-06-11 23:37:09,2019-06-11 23:37:09
88,y0m3PvgSDmOYervrhejrmw1koH23,x8mqxGK2KpN3R118M4Vi5QdkL9r1,y0m3PvgSDmOYervrhejrmw1koH23,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 23:37:09,2019-06-11 23:37:09
89,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TlUjbs2OecdVqnE51BCn3ELJvFH3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TlUjbs2OecdVqnE51BCn3ELJvFH3,ondee,referer,2019-06-11 23:52:36,2019-06-11 23:52:36
90,TlUjbs2OecdVqnE51BCn3ELJvFH3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,TlUjbs2OecdVqnE51BCn3ELJvFH3,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 23:52:36,2019-06-11 23:52:36
91,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,FDkO7F301sPElOqjo76Q3YMDOED2,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10103417475283955,facebook,upload_friends uploader,2019-06-11 23:53:47,2019-06-11 23:53:47
92,FDkO7F301sPElOqjo76Q3YMDOED2,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10103417475283955,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,facebook,upload_friends,2019-06-11 23:53:47,2019-06-11 23:53:47
93,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10111753100723868,facebook,upload_friends uploader,2019-06-11 23:53:47,2019-06-11 23:53:47
94,x8mqxGK2KpN3R118M4Vi5QdkL9r1,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10111753100723868,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,facebook,upload_friends,2019-06-11 23:53:47,2019-06-11 23:53:47
95,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,hN8MzrGwf4UVh3MReEDpITYhDaG2,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10161798131750335,facebook,upload_friends uploader,2019-06-11 23:53:47,2019-06-11 23:53:47
96,hN8MzrGwf4UVh3MReEDpITYhDaG2,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10161798131750335,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,facebook,upload_friends,2019-06-11 23:53:47,2019-06-11 23:53:47
97,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,Ut1UeISnBYYQ1WDOP65fAkz4AX33,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10156895391001140,facebook,upload_friends uploader,2019-06-11 23:53:47,2019-06-11 23:53:47
98,Ut1UeISnBYYQ1WDOP65fAkz4AX33,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,10156895391001140,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,facebook,upload_friends,2019-06-11 23:53:47,2019-06-11 23:53:47
99,x8mqxGK2KpN3R118M4Vi5QdkL9r1,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,ondee,referer,2019-06-11 23:54:25,2019-06-11 23:54:25
100,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,YoXS6Dl6zKSZ90yPjW3dwHpCAds2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-11 23:54:25,2019-06-11 23:54:25
101,x8mqxGK2KpN3R118M4Vi5QdkL9r1,MJlKfkquH6MobloGKxbzvjS9Caw1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,MJlKfkquH6MobloGKxbzvjS9Caw1,ondee,referer,2019-06-12 00:05:57,2019-06-12 00:05:57
102,MJlKfkquH6MobloGKxbzvjS9Caw1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,MJlKfkquH6MobloGKxbzvjS9Caw1,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-12 00:05:57,2019-06-12 00:05:57
103,x8mqxGK2KpN3R118M4Vi5QdkL9r1,tLAauQmpyHeszHZt56q3ysXTvjr2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,tLAauQmpyHeszHZt56q3ysXTvjr2,ondee,referer,2019-06-12 00:13:54,2019-06-12 00:13:54
104,tLAauQmpyHeszHZt56q3ysXTvjr2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,tLAauQmpyHeszHZt56q3ysXTvjr2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,ondee,referee,2019-06-12 00:13:54,2019-06-12 00:13:54
105,3UTDQRuV6KPkRRRpRz0XUEtWAgv2,x8mqxGK2KpN3R118M4Vi5QdkL9r1,3UTDQRuV6KPkRRRpRz0XUEtWAgv2,10111753100723868,facebook,upload_friends uploader,2019-06-12 02:20:08,2019-06-12 02:20:08
